,Site,Stand,Plot,Species,TagID,Treatment.x,Age,Subplot.x,previous.tags,DBH2008,DBH2009,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,X,liveBA11,liveBA15,liveBA19,liveBA23,X.1,BA2011,BA2015,BA2019,BA2023,X.2,chgBA11_15,chgBA15_19,chgBA19_23,X.3,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,X.4,deadyr,dead2008.2010,dead2011,dead2015,dead2019,dead2023,notes2008.10,notes2011,notes2015,notes2019,notes2023,X.5,ingrowthyear,ingrowth5x5,Ntrt,Ptrt,plotID.x,Age3,RBAI,Order_Processed,Date_Collected,Stand_Age,Growth_Stage,Treatment.y,Ntrt.y,Ptrt.y,Catrt,Tree_Number,Subplot.y,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,Leaf_Area,SLA_cm2_g,SLA_m2kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date.Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P.214,P.178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID,Age2,ID,treeID,plotID.y,P178ln,Parea,Narea
299,HB,HBO,2,BE,8420,N,Late,C1,,21.4,NA,NA,23.1,23.6,25.2,25.6,NA,419.1,437.4,498.8,514.7,NA,419.1,437.4,498.8,514.7,NA,0.04375855,0.140189601,0.031997984,NA,0.010764573,0.033342446,0.007905261,NA,NA,,,,,,,Sap flow tree; measured 10cm above nail,Measured @ 10 cm above nail consistent with 2011; Sapflow tree (Sapflow-HRM),Measured at 10 cm above nail; 25 at bottom of dowel,measured 10 cm above nail.  Dowel = 25.7,,NA,,1,0,HBO_2,Late,0.022000476,128,8/2/2021,Old,Second,N,1,0,0,2,C1,2,2,midcanopy but sunlit,10,3.96,418.08,418.08,9.32,7.3,2.02,0.2,41.81,206.97,20.7,0.51,510.1,no obvious signs of herbivory or disease on chosen leaves. Tiny light spots throughout,,8/7/2021,-0.19,-29.45,28.3,0.49,17.34,4.7691,0.0588,6.2123,1.4151,0.8671,1.2653,1.280331159,1.4838,0.0122,0.0346,NA,,,FAGR,Old,HBO_2_N_BE_10_8420,HBO_2_BE_8420,HBO_2,0.247118762,0.061860712,1.367347925
300,HB,HBO,2,BE,8421,N,Late,C1,,11.7,NA,NA,12.5,13.8,15,15.7,NA,122.7,149.6,176.7,193.6,NA,122.7,149.6,176.7,193.6,NA,0.218816,0.18147448,0.095511111,NA,0.050714043,0.04257207,0.023067284,NA,NA,,,,,,,,,,,,NA,,1,0,HBO_2,Late,0.046644025,129,8/2/2021,Old,Second,N,1,0,0,3,C1,2,2,,9,3.39,379.54,379.17,9.19,7.38,1.81,0.2,42.17,209.49,20.95,0.53,533.92,every leaf damaged; chose leaves with least damage,Y,8/7/2021,-0.247705436,-29.051438,26.20812201,0.496101861,18.92931743,3.9551,0.0572,6.659,1.3044,0.4679,1.2582,1.259616017,1.4236,0.0099,0.0208,NA,,,FAGR,Old,HBO_2_N_BE_9_8421,HBO_2_BE_8421,HBO_2,0.230806926,0.06012774,1.25104406
301,HB,HBO,2,SM,8419,N,Late,C1,,42.3,NA,NA,37.1,37.5,38.5,38.4,NA,1081,1104.5,1164.2,1158.1,NA,1081,1104.5,1164.2,1158.1,NA,0.021679587,0.054044444,-0.005188059,NA,0.005376383,0.01324561,-0.001299546,NA,NA,,,,,,,Sap flow tree; measured 10cm above nail,Measured @ 10 cm above nail consistent with 2011; Sapflow tree (Sapflow-HRM),"Measured at 10 cm above nail consistent with 2011, 2015; 43.8 at bottom of dowel",measured 10 cm above nail.  Dowel=44.1,,NA,,1,0,HBO_2,Late,0.009311537,122,8/2/2021,Old,Second,N,1,0,0,2,C1,2,2,,9,5.1,359.85,359.36,10.06,7.39,2.67,0.3,39.98,134.59,13.46,0.52,523.53,all leaves had at least minor herbivory or disease; chose leaves with least damage,Y,8/7/2021,-2.96,-28.91,13.6,0.44,32.32,3.3986,0.0343,4.6674,0.9586,0.8741,0.8936,0.913089529,0.7873,0.0129,0.0191,434,,,ACSA3,Old,HBO_2_N_SM_9_8419,HBO_2_SM_8419,HBO_2,-0.090921343,0.067842301,1.010476261
302,HB,HBO,2,SM,8423,N,Late,B1,,44.1,NA,NA,45.3,45.6,45.9,47.6,NA,1611.7,1633.1,1654.7,1779.5,NA,1611.7,1633.1,1654.7,1779.5,NA,0.013288891,0.013201177,0.075445816,NA,0.003305794,0.003284081,0.018350154,NA,NA,,,,,,,dbh 48 with bark; est 45.3,Do not compare with 2011: bark stripping off; Sapflow tree (Sapflow-HRM),,,,NA,,1,0,HBO_2,Late,0.003296697,123,8/2/2021,Old,Second,N,1,0,0,3,B1,2,2,,8,3.95,289.86,289.3,9.47,7.48,1.99,0.25,36.23,145.38,14.54,0.5,503.8,all leaves had at least minor herbivory or disease; chose leaves with least damage,Y,8/7/2021,-2.78,-27.72,22.8,0.49,21.62,3.6285,0.0576,6.9126,1.1317,1.1222,1.1297,1.147256887,1.2534,0.0112,0.0247,455,,,ACSA3,Old,HBO_2_N_SM_8_8423,HBO_2_SM_8423,HBO_2,0.137373777,0.078914355,1.568303756
303,HB,HBO,2,SM,8425,N,Late,B1,,54.6,NA,NA,52.5,53.6,54.2,54.9,NA,2164.8,2256.4,2307.2,2367.2,NA,2164.8,2256.4,2307.2,2367.2,NA,0.042343764,0.022513366,0.025997059,NA,0.010421883,0.005581439,0.006436848,NA,NA,,,,,,,Sap flow tree; measured 5cm above nail,Measured @ 5 cm above nail consistent with 2011; Sapflow tree (Sapflow-HRM),Measured at 5 cm above nail; 56.6 at bottom of dowel,measured at/above nail; 56.4 with dowel,,NA,,1,0,HBO_2,Late,0.007995128,121,8/2/2021,Old,Second,N,1,0,0,1,B1,2,2,,8,6.21,447.83,447.65,10.31,7.48,2.83,0.35,55.98,158.18,15.82,0.46,455.72,all leaves had at least minor herbivory or disease; chose leaves with least damage,Y,8/7/2021,-2.24,-28.92,22.9,0.49,21.42,3.5759,0.0559,9.4431,1.243,0.9935,1.208,1.225522972,1.2496,0.0114,0.0352,348,,,ACSA3,Old,HBO_2_N_SM_8_8425,HBO_2_SM_8425,HBO_2,0.203367669,0.077476481,1.44771779
304,HB,HBO,2,YB,8405,N,Late,A3,,49.4,NA,NA,50.5,52.4,54.1,55.5,NA,2003,2156.5,2298.7,2419.2,NA,2003,2156.5,2298.7,2419.2,NA,0.076663072,0.065938028,0.052425678,NA,0.01863819,0.016091899,0.012856359,NA,NA,,,,,,,,,,,,NA,,1,0,HBO_2,Late,0.017361195,126,8/2/2021,Old,Second,N,1,0,0,3,A3,5,2,,6,3.38,227.25,226.77,8.72,7.21,1.51,0.25,37.88,150.18,15.02,0.45,446.75,"two leaves might have skeletonizer damage, but otherwise no obvious herbivory. Tiny holes and several shotgun holes",,8/7/2021,-0.4,-28.54,32.5,0.5,15.22,5.2373,0.0647,9.5459,2.1878,1.095,1.6349,1.650019792,1.4146,0.0186,0.1841,209,,,BEAL2,Old,HBO_2_N_YB_6_8405,HBO_2_YB_8405,HBO_2,0.500787283,0.109869476,2.164069783
305,HB,HBO,2,YB,8413,N,Late,C3,,38.2,NA,NA,39.2,40.7,42.9,44.1,NA,1206.9,1301,1445.5,1527.5,NA,1206.9,1301,1445.5,1527.5,NA,0.077994846,0.111029949,0.05672649,NA,0.018953044,0.026671347,0.013889554,NA,NA,,,,,,,,Sapflow tree (Sapflow-HRM),,,,NA,,1,0,HBO_2,Late,0.022806198,125,8/2/2021,Old,Second,N,1,0,0,2,C3,2,2,,10,3.2,200.53,200.33,8.75,7.27,1.48,0.15,20.05,135.36,13.54,0.46,462.5,chose leaves with no obvious signs of herbivory. Some brown spots and other holes in leaves. Bugs found in bag,,8/7/2021,-0.37,-27.62,26.6,0.5,18.78,5.0032,0.0568,5.2023,1.6042,1.0457,1.1907,1.277308551,1.2059,0.0143,0.1278,253,,,BEAL2,Old,HBO_2_N_YB_10_8413,HBO_2_YB_8413,HBO_2,0.24475517,0.094363811,1.965130024
306,HB,HBO,2,YB,8415,N,Late,B2,,55.1,NA,NA,57.5,58.5,60.9,62.8,NA,2596.7,2687.8,2912.9,3097.5,NA,2596.7,2687.8,2912.9,3097.5,NA,0.035085066,0.083734385,0.063370731,NA,0.00865817,0.020306641,0.015479535,NA,NA,,,,,,,,,,,,NA,,1,0,HBO_2,Late,0.014467118,124,8/2/2021,Old,Second,N,1,0,0,1,B2,2,2,,6,3.94,230.48,230.15,9.01,7.3,1.71,0.29,38.41,134.59,13.46,0.43,434.01,chose leaves with minor holes but least damage. Two have tiny skeletonizer holes,,8/7/2021,-0.45,-28.24,28.6,0.49,17.19,4.9918,0.0536,8.9718,1.7387,0.96,1.4345,1.574761498,1.4238,0.0161,0.1489,209,,,BEAL2,Old,HBO_2_N_YB_6_8415,HBO_2_YB_8415,HBO_2,0.454103831,0.117004346,2.124972138
307,HB,HBO,3,BE,8458,NP,Late,B1,,18.3,NA,NA,19,20.2,20.9,21.1,NA,283.5,320.5,343.1,349.7,NA,283.5,320.5,343.1,349.7,NA,0.130304709,0.070507793,0.019230329,NA,0.031095483,0.017179171,0.004773297,NA,NA,,,,,,,,,,,,NA,,1,1,HBO_3,Late,0.024137944,118,8/2/2021,Old,Second,NP,1,1,0,1,B1,2,2,,12,2.36,166.38,166.32,8.63,7.33,1.3,0.11,13.87,127.94,12.79,0.55,550.85,"two catepillars in sample. samples had shotgun holes and brown spots, otherwise no substantial damage",,8/7/2021,-0.023333333,-28.78666667,22.5,0.51,22.55,6.6927,0.0653,2.2445,1.766,0.8218,1.6587,1.705906809,1.2682,0.0219,0.0236,NA,,,FAGR,Old,HBO_3_NP_BE_12_8458,HBO_3_BE_8458,HBO_3,0.534096822,0.133336471,1.758636861
308,HB,HBO,3,BE,8462,NP,Late,B2,,31,NA,NA,32.1,33.7,34.3,34.6,NA,809.3,892,924,940.2,NA,809.3,892,924,940.2,NA,0.102172921,0.035925297,0.01756921,NA,0.024619069,0.008862803,0.004363657,NA,NA,,,,,,,,Sapflow tree (Sapflow-HRM),Diseased,,,NA,,1,1,HBO_3,Late,0.016705806,119,8/2/2021,Old,Second,NP,1,1,0,2,B2,3,2,,12,3.01,206.13,206.05,9.04,7.46,1.58,0.13,17.18,130.41,13.04,0.52,524.92,orange spots on every leaf! Chose most complete leaves with least damage. Small worm found in sample,,8/7/2021,-0.41,-27.16,26.4,0.5,19.04,7.5069,0.0534,4.4449,1.2695,1.4097,1.4651,1.495213424,1.3206,0.0208,0.0298,NA,,,FAGR,Old,HBO_3_NP_BE_12_8462,HBO_3_BE_8462,HBO_3,0.402268955,0.114654814,2.024384633
309,HB,HBO,3,BE,8478,NP,Late,C2,,17.2,NA,NA,18.3,19.7,20.3,20.4,NA,263,304.8,323.7,326.9,NA,263,304.8,323.7,326.9,NA,0.158858133,0.061841325,0.009876483,NA,0.037546496,0.015114207,0.002460028,NA,NA,,,,,,,,,,,,NA,,1,1,HBO_3,Late,0.026297731,120,8/2/2021,Old,Second,NP,1,1,0,3,C2,2,2,,13,4.09,347.86,347.53,9.83,7.46,2.37,0.18,26.76,146.64,14.66,0.58,579.46,"some leaves have shotgun holes, brown spots. One leaf might have skeletonizer damager, another might have herbivory",,8/7/2021,0.16,-29.5,20.2,0.5,24.94,4.3151,0.0465,2.7237,1.1364,0.7153,1.5576,1.593562033,1.0857,0.0129,0.0177,NA,,,FAGR,Old,HBO_3_NP_BE_13_8478,HBO_3_BE_8478,HBO_3,0.465971783,0.108671715,1.377523186
310,HB,HBO,3,RM,8457,NP,Late,B1,,37.9,NA,NA,38,39,40.4,40.8,NA,1134.1,1194.6,1281.9,1307.4,NA,1134.1,1194.6,1281.9,1307.4,NA,0.0533241,0.073083498,0.01990001,NA,0.01307245,0.017790468,0.004938302,NA,NA,,,,,,,,Sapflow tree (Sapflow-HRM),,,,NA,,1,1,HBO_3,Late,0.015430841,114,8/2/2023,Old,Second,NP,1,1,0,1,,2,2,"actually a red maple (was coded as SM last time, and in inventory)",12,4.91,291.56,290.3,10.07,7.41,2.66,0.22,24.3,109.13,10.91,0.54,541.75,"Shotgun holes, some brown spots; excluded leaves with herbivory",,8/7/2021,-0.72,-27.09,15.8,0.49,31.17,6.2392,0.0518,3.3794,1.6181,0.7658,1.1659,1.1479,0.8119,0.0152,0.0243,NA,,,ACRU,Old,HBO_3_NP_RM_12_8457,HBO_3_RM_8457,HBO_3,0.137934186,0.105186475,1.447814533
311,HB,HBO,3,SM,8451,NP,Late,A2,,13.2,NA,NA,17.2,17.5,18.1,18.9,NA,232.4,240.5,257.3,280.6,NA,232.4,240.5,257.3,280.6,NA,0.035187939,0.069746939,0.090351332,NA,0.008683231,0.016998385,0.021860507,NA,NA,,,,,,,,,,,,NA,,1,1,HBO_3,Late,0.012804116,116,8/2/2021,Old,Second,NP,1,1,0,1,A2,4,2,,6,3.43,304.16,302.94,8.9,7.46,1.44,0.24,50.69,210.38,21.04,0.42,419.83,"Caterpillar in sample. every single leaf had sign of herbivory or disease. Chose leaves with least damage. Some shotgun holes, light spots, brown spots",,8/7/2021,-2.34,-30.11,22.9,0.49,21.24,6.8499,0.057,6.76,1.5738,1.6922,1.8895,1.939892322,1.3546,0.0176,0.0354,498,,,ACSA3,Old,HBO_3_NP_SM_6_8451,HBO_3_SM_8451,HBO_3,0.662632467,0.092208971,1.088506512
312,HB,HBO,3,YB,8447,NP,Late,A3,,46.4,NA,NA,47.2,48.6,48.9,49.3,NA,1749.7,1855.1,1878.1,1908.9,NA,1749.7,1855.1,1878.1,1908.9,NA,0.06020181,0.012383783,0.01642683,NA,0.014722138,0.003081671,0.00408165,NA,NA,,,,,,,,,,,,NA,,1,1,HBO_3,Late,0.00889133,111,8/2/2021,Old,Second,NP,1,1,0,1,A3,2,2,,11,1.99,137.78,136.72,8.41,7.45,0.96,0.09,12.53,142.42,14.24,0.48,482.41,all leaves had at least some damage; chose leaves with least,,8/7/2021,-0.38,-28.46,25.8,0.49,19.07,9.1548,0.0629,8.3558,2.7646,1.2092,2.1173,2.138618774,1.2071,0.0293,0.2049,306,,,BEAL2,Old,HBO_3_NP_YB_11_8447,HBO_3_YB_8447,HBO_3,0.760160188,0.150162812,1.811543323
313,HB,HBO,3,YB,8454,NP,Late,A1,,51.9,NA,NA,54,56.2,57.6,58.1,NA,2290.2,2480.6,2605.8,2651.2,NA,2290.2,2480.6,2605.8,2651.2,NA,0.083141289,0.050442624,0.017436463,NA,0.020167016,0.012378897,0.004330899,NA,NA,,,,,,,,,,,,NA,,1,1,HBO_3,Late,0.016268486,112,8/2/2021,Old,Second,NP,1,1,0,2,A1,4,2,,10,3.26,223.03,220.12,9,7.42,1.58,0.16,22.3,139.32,13.93,0.48,484.66,"all leaves have holes. Tried to choose leaves with least herbivory damage. Some brown spots, one leaf has minor skeletonizer damage",,8/7/2021,-0.07,-28.1,23.9,0.5,21.03,3.7243,0.0601,8.7212,1.1879,0.6689,1.7851,1.828490028,1.19,0.0098,0.0883,231,,,BEAL2,Old,HBO_3_NP_YB_10_8454,HBO_3_YB_8454,HBO_3,0.603490505,0.131243901,1.715475165
314,HB,HBO,3,YB,8469,NP,Late,B3,,33.9,NA,NA,34.8,36.4,37.4,38.4,NA,951.1,1040.6,1098.6,1158.1,NA,951.1,1040.6,1098.6,1158.1,NA,0.094067909,0.055699795,0.054190855,NA,0.022730175,0.013643195,0.013280794,NA,NA,,,,,,,Sap flow tree; measured at tag,Measured @ tag consistent with 2011,,,,NA,,1,1,HBO_3,Late,0.018184958,113,8/2/2021,Old,Second,NP,1,1,0,3,B3,2,2,,8,2.91,201.67,200.91,8.78,7.45,1.33,0.17,25.21,151.06,15.11,0.46,457.04,"all leaves had some damage; chose leaves with least herbivory and brown spots, but there is some",,8/7/2021,-0.29,-28.07,24.8,0.5,20.08,6.3786,0.0529,5.7646,1.7262,1.2624,1.9731,1.998823949,1.2173,0.0202,0.1797,232,,,BEAL2,Old,HBO_3_NP_YB_8_8469,HBO_3_YB_8469,HBO_3,0.692558982,0.13231987,1.641731762
315,HB,HBO,4,BE,46,Control,Late,A2,,NA,11.5,NA,11.5,11.8,12.3,12.5,NA,103.9,109.4,118.8,122.7,NA,103.9,109.4,118.8,122.7,NA,0.052854442,0.086541224,0.032784718,NA,0.012959504,0.020966641,0.008097298,NA,NA,,,,,,,,,,,,NA,,0,0,HBO_4,Late,0.016892658,136,8/2/2021,Old,Second,Control,0,0,0,1,C1,2,2,,14,4.21,134.63,134.58,9.46,7.36,2.1,0.15,9.62,64.08,6.41,0.5,498.81,"Some tiny holes, but otherwise no obvious signs of herbivory or disease. Tiny light spots",,8/8/2021,missing,NA,19.72860381,0.476370085,24.15624348,6.0389,0.0523,6.1363,1.8917,0.7469,1.0897,1.093947724,1.2336,0.0206,0.0222,NA,,,FAGR,Old,HBO_4_Control_BE_14_46,HBO_4_BE_46,HBO_4,0.089792919,0.170715937,3.078745913
316,HB,HBO,4,BE,7754,Control,Late,A3,96,NA,NA,NA,44.5,45.3,46.1,46.5,NA,1555.3,1611.7,1669.1,1698.2,NA,1555.3,1611.7,1669.1,1698.2,NA,0.036278248,0.035631965,0.017428866,NA,0.008948724,0.008791378,0.004329025,NA,NA,,,,,,,"Measured 5cm below nail, Connected to #387",Measured @ 5 cm below nail consistent with 2011; Sapflow tree (Sapflow-HRM),"Measured at 5 cm below nail consistent with 2011, 2015; 46.5 at bottom of dowel",measured at 5 cm below nail.  Dowel =47; new tag 7754,,NA,,0,0,HBO_4,Late,0.008866086,139,8/2/2021,Old,Second,Control,0,0,0,3,A3,2,2,,13,3.61,242.6,242.12,9.27,7.41,1.86,0.14,18.66,130.17,13.02,0.52,515.24,chose leaves with no obvious signs of herbivory. Some brown spots and other holes in leaves. Other leaves had light green galls and skeletonizer damage,,8/8/2021,-1.51,-27.83,18.9,0.48,25.46,4.7826,0.0936,5.3126,1.3228,0.7756,0.7002,1.13318137,1.1978,0.0176,0.0353,NA,original tag was 96; tag changed in 2023,,FAGR,Old,HBO_4_Control_BE_13_7754,HBO_4_BE_7754,HBO_4,0.125029049,0.087053958,1.451947453
317,HB,HBO,4,BE,805,Control,Late,B1,,NA,42.4,NA,43.4,45.4,47.2,48.4,NA,1479.3,1618.8,1749.7,1839.8,NA,1479.3,1618.8,1749.7,1839.8,NA,0.094289537,0.080867085,0.051493824,NA,0.022781966,0.019631099,0.01263208,NA,NA,,,,,,,,,,,,NA,,0,0,HBO_4,Late,0.021206139,137,8/2/2021,Old,Second,Control,0,0,0,2,B1,2,2,1 upper canopy and 1 mid canopy sample,10,2.79,265.93,264.87,8.79,7.47,1.32,0.13,26.59,200.66,20.07,0.47,473.12,"avoided leaves with light green galls. One chosen leaf has some skeletonizer damage, others have shotgun holes and light spots but otherwise no substantial damage",,8/8/2021,-1.17,-28.02,24.4,0.48,19.85,5.805,0.0504,6.2829,1.438,0.8178,1.1172,1.112999179,1.2638,0.0218,0.0234,NA,,,FAGR,Old,HBO_4_Control_BE_10_805,HBO_4_BE_805,HBO_4,0.107058335,0.055466918,1.215987242
318,HB,HBO,4,SM,242,Control,Late,C1,,NA,26.1,NA,26.1,26.6,27.3,27.7,NA,535,555.7,585.3,602.6,NA,535,555.7,585.3,602.6,NA,0.03868117,0.0533241,0.029518711,NA,0.009533104,0.01307245,0.007299367,NA,NA,,,,,,,Measured at nail,Measured @ nail consistent with 2011,"Measured at nail consistent with 2011, 2015",measured at/below nail; dowel=27.7,,NA,,0,0,HBO_4,Late,0.011295542,131,8/2/2021,Old,Second,Control,0,0,0,2,C1,5,2,some mixing with 8 possible,6,3.07,223.92,222.91,8.86,7.36,1.5,0.25,37.32,148.6,14.86,0.49,488.6,all leaves damaged; chose most complete leaves with least damage,Y,8/7/2021,-2.84,-29.42,17.6,0.48,27.15,4.0528,0.0626,7.5257,1.2659,1.4769,1.3181,1.337969404,1.6801,0.0117,0.0198,463,,,ACSA3,Old,HBO_4_Control_SM_6_242,HBO_4_SM_242,HBO_4,0.291153094,0.090038318,1.184387618
319,HB,HBO,4,SM,57,Control,Late,C2,,NA,15,NA,14.6,15.2,15.7,15.8,NA,167.4,181.5,193.6,196.1,NA,167.4,181.5,193.6,196.1,NA,0.083880653,0.066871537,0.012779423,NA,0.020341066,0.01631429,0.003179658,NA,NA,,,,,,,,,,,,NA,,0,0,HBO_4,Late,0.018342191,132,8/2/2021,Old,Second,Control,0,0,0,3,C2,2,2,"very injured, horizontal gash",8,5.87,495.96,495.55,9.98,7.31,2.67,0.33,61.99,185.6,18.56,0.45,454.86,all leaves damaged; chose most complete leaves with least damage,Y,8/7/2021,-2.79,-30.35,20.7,0.56,27.28,5.8278,0.0412,2.3082,1.3684,1.3373,0.9968,1.014555951,1.2081,0.023,0.0225,530,,,ACSA3,Old,HBO_4_Control_SM_8_57,HBO_4_SM_57,HBO_4,0.01445103,0.054663575,1.115301724
320,HB,HBO,4,SM,8,Control,Late,C1,,NA,38.4,NA,37.6,38.7,39.6,40.3,NA,1110.4,1176.3,1231.6,1275.6,NA,1110.4,1176.3,1231.6,1275.6,NA,0.059366512,0.047052461,0.035666003,NA,0.014522212,0.011561078,0.008799667,NA,NA,,,,,,,measured at nail,Measured @ nail consistent with 2011,"Measured at nail consistent with 2011, 2015",measured at/above nail; dowel=41.3.  subplot in blowdown,,NA,,0,0,HBO_4,Late,0.013033433,130,8/2/2021,Old,Second,Control,0,0,0,1,C1,2,2,some mixing with 242 possible,6,2.79,199.72,199.51,8.88,7.4,1.48,0.25,33.29,134.8,13.48,0.53,530.47,"minor holes, possible herbivory on edge of one sampe, but not too bad",,8/7/2021,-2.543333333,-29.63,15.5,0.48,31.18333333,3.4741,0.0412,6.4795,0.9677,0.9088,1.0265,1.046142204,1.3033,0.0138,0.0211,419,,,ACSA3,Old,HBO_4_Control_SM_6_8,HBO_4_SM_8,HBO_4,0.045109307,0.077606988,1.149851632
321,HB,HBO,4,YB,30,Control,Late,B2,,NA,38.9,NA,39.3,42.5,45.4,45,NA,1213,1418.6,1618.8,1590.4,NA,1213,1418.6,1618.8,1590.4,NA,0.169479893,0.141126644,-0.017543519,NA,0.039915831,0.033554688,-0.004415033,NA,NA,,,,,,,,,Measured at top of bulge,measured at top of bulge.  Middle of bulge=48.2,,NA,,0,0,HBO_4,Late,0.036732109,135,8/2/2021,Old,Second,Control,0,0,0,3,B2,2,2,,7,5.33,281.66,280.33,9.92,7.41,2.51,0.36,40.24,111.69,11.17,0.47,470.92,"Some tiny holes, possible tiny skeletonizer damage, but otherwise no obvious signs of herbivory or disease",,8/8/2021,-1.51,-28.72,22.4,0.48,21.55,4.1279,0.0241,2.5185,1.3643,0.9884,0.7367,0.69013702,0.6475,0.0138,0.1211,249,,,BEAL2,Old,HBO_4_Control_YB_7_30,HBO_4_YB_30,HBO_4,-0.370865121,0.061790404,2.005551079
322,HB,HBO,4,YB,455,Control,Late,B2,,NA,21.5,NA,32.2,33.1,33.3,34.3,NA,814.3,860.5,870.9,924,NA,814.3,860.5,870.9,924,NA,0.056681841,0.012121101,0.060961863,NA,0.013878844,0.003016598,0.014903951,NA,NA,,,,,,,Measured at nail,Measured @ nail consistent with 2011; Sapflow tree (Sapflow-HRM),"Measured at nail consistent with 2011, 2015",measured at/below nail,,NA,,0,0,HBO_4,Late,0.008435166,134,8/2/2021,Old,Second,Control,0,0,0,2,B2,2,2,,5,1.73,142.67,142.44,8.25,7.4,0.85,0.17,28.53,167.58,16.76,0.49,491.33,one leaf has tiny skeletonizer damage. Leaves not chosen had more substantial and obvious herbivory damage,,8/8/2021,-2.18,-29.98,27.2,0.5,18.31,5.098,0.0686,8.7751,2.1399,1.423,1.6297,1.627566898,1.3757,0.0159,0.1258,241,,,BEAL2,Old,HBO_4_Control_YB_5_455,HBO_4_YB_455,HBO_4,0.487086199,0.097121786,1.623105383
323,HB,HBO,4,YB,69,Control,Late,C1,,NA,36,NA,39.3,40,40.7,42.5,NA,1213,1256.6,1301,1418.6,NA,1213,1256.6,1301,1418.6,NA,0.035940666,0.03530625,0.090408031,NA,0.008866545,0.00871205,0.021873791,NA,NA,,,,,,,dbh 36.4: Measured at nail: do not compare with 2015 (measured at dowel in 2015); est 39.3,Scars can contribute to DBH,,,,NA,,0,0,HBO_4,Late,0.008793005,133,8/2/2021,Old,Second,Control,0,0,0,1,C1,2,2,,11,4.01,242.58,242.58,9.08,7.4,1.68,0.15,22.05,144.39,14.44,0.42,418.95,"some tiny holes and brown spots, but excluded all clear, obvious signs of herbivory",,8/8/2021,-1.59,-28.02,24.1,0.48,19.98,4.4209,0.0234,3.8758,0.9113,0.7454,0.7691,0.741118373,0.6614,0.0161,0.0946,178,,,BEAL2,Old,HBO_4_Control_YB_11_69,HBO_4_YB_69,HBO_4,-0.299594919,0.051327542,1.669090657
324,JB,JBM,1,SM,8208,NP,Mid,B2,,11,NA,NA,12.7,13.2,14.9,16.6,NA,126.7,136.8,174.4,216.4,NA,126.7,136.8,174.4,216.4,NA,0.080290161,0.274162075,0.241205351,NA,0.019495012,0.062444294,0.055506494,NA,NA,,,,,,,,,,,,NA,,1,1,JBM_1,Mid,0.040749553,48,7/30/2021,Mid,Third,NP,1,1,0,1,B2,2,2,,9,4.51,307.82,305.98,9.57,7.39,2.18,0.24,34.2,140.36,14.04,0.48,483.37,"catepillar in sample! Almost all leaves had some herbivory. Chose ones with least, but all had at least some. A few shotgun holes",Y,8/5/2021,0.2,-28.94,19.5,0.48,24.84,7.3805,0.0549,6.5082,1.4903,0.2486,1.3974,1.403149404,1.233,0.0216,0.0244,539,,,ACSA3,Mid,JBM_1_NP_SM_9_8208,JBM_1_SM_8208,JBM_1,0.338719284,0.099967897,1.389284696
325,JB,JBM,1,SM,8209,NP,Mid,B2,,10.3,NA,NA,11.3,12.9,14.1,15.3,NA,100.3,130.7,156.1,183.9,NA,100.3,130.7,156.1,183.9,NA,0.303234396,0.194699838,0.177455862,NA,0.068453518,0.045477525,0.041684397,NA,NA,,,,,,,,,,,,NA,,1,1,JBM_1,Mid,0.056848527,50,7/30/2021,Mid,Third,NP,1,1,0,3,B2,2,2,,7,4.9,287.15,287.06,9.91,7.44,2.47,0.35,41.02,116.22,11.62,0.5,504.08,"catepillar in sample! Almost all leaves had some herbivory. Chose ones with least, but all had at least some. A few shotgun holes",,8/5/2021,-0.88,-29.12,20.5,0.49,23.83,6.2818,0.0606,6.5149,1.3867,0.3734,1.3603,1.367485893,1.0835,0.0185,0.0175,NA,,,ACSA3,Mid,JBM_1_NP_SM_7_8209,JBM_1_SM_8209,JBM_1,0.312973939,0.11766356,1.763896059
326,JB,JBM,1,SM,8210,NP,Mid,B2,,13.7,NA,NA,15,16.3,17.2,18.3,NA,176.7,208.7,232.4,263,NA,176.7,208.7,232.4,263,NA,0.180844444,0.113478114,0.131997025,NA,0.042433051,0.02723645,0.031481211,NA,NA,,,,,,,,,,,,NA,,1,1,JBM_1,Mid,0.034844145,49,7/30/2021,Mid,Third,NP,1,1,0,2,B2,3,2,,6,5.7,288.31,287.77,10.03,7.37,2.66,0.44,48.05,108.19,10.82,0.47,466.67,"lots of herbivory; most leaves in the sample were incomplete. Chose complete leaves, but they have tiny brown spots, shotgun holes, and minor signs of herbivory",,8/5/2021,-0.08,-29.08,20.3,0.49,24.13,7.0624,0.0585,5.2726,1.8476,0.3981,1.3291,1.352598626,1.0789,0.0198,0.024,615,,,ACSA3,Mid,JBM_1_NP_SM_6_8210,JBM_1_SM_8210,JBM_1,0.30202765,0.12502067,1.876328681
